mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,chroma_mean,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms_energy,type,interval_start,interval_end,file_name
-305.36148,194.7399,-83.30608,-13.517499,-36.91585,-8.65627,-19.704216,-10.124305,3.327196,-13.764372,6.464885,0.15209791,3.7444613,-7.517575,-3.9364302,0.86536443,-11.760536,-5.2950196,-5.114873,-3.6164904,0.41883937,1975.0776111055345,2112.2277435437304,3193.896588486141,0.054988381196695094,0.04315406,REAL,0.0,5.0,biden-original.wav
-288.65622,184.24757,-60.912334,-11.678681,-24.021324,1.9598941,-21.34627,-11.43389,0.6944954,-16.863194,-0.36609575,-5.0494456,-1.6480244,-9.130779,-6.588623,-2.2884345,-10.607565,-7.7649503,-4.5375447,-4.661399,0.39347547,1936.3436498870544,2197.6523637840746,3094.0998134328356,0.05055532882462686,0.053200774,REAL,5.0,10.0,biden-original.wav
-272.04163,182.9965,-75.61659,-8.0806265,-32.428486,-1.8012161,-21.316648,-3.144409,0.75205576,-12.2757435,3.2563426,-9.012161,3.3033266,-5.7801423,-1.7335044,-4.1201773,-10.061885,-5.3043804,-6.4991484,-0.85184985,0.41383797,2123.4545943424014,2277.997473760079,3384.644856076759,0.05941206356609808,0.05177363,REAL,10.0,15.0,biden-original.wav
-295.1312,190.37717,-45.311382,-7.4622955,-24.927347,5.72215,-11.357713,-3.779437,-4.247889,-21.585863,-0.604605,-5.811797,-4.5598946,-6.976568,-1.6442288,-7.127936,-17.43274,-9.058738,-2.0856671,-6.6358066,0.31959814,1807.1267890911693,2254.562249265298,2928.5880863539446,0.043446620135927504,0.05799395,REAL,15.0,20.0,biden-original.wav
-336.86142,181.15845,-43.266254,-9.785345,-19.759834,-2.117234,-11.581898,-4.5092773,4.5830636,-7.2786913,4.487887,-3.5943003,-3.5422266,-2.8405626,-3.6864862,-5.633182,-10.018804,-4.7073994,-3.5461593,-5.46837,0.3433799,1899.078317379534,2460.1292560845513,3085.954157782516,0.04513842617270789,0.033686634,REAL,20.0,25.0,biden-original.wav
-310.19363,187.65712,-46.621735,-10.300317,-28.147924,-0.19939704,-13.693363,-4.712503,-1.0352659,-14.976582,0.01704872,-5.959734,-1.6102095,-7.251646,-1.7694982,-2.8989034,-11.6747265,-7.223316,-4.7432055,-4.8763356,0.35057768,1804.2567697093677,2296.9623819049175,2860.874200426439,0.04384953025053305,0.04894194,REAL,25.0,30.0,biden-original.wav
-292.15167,190.18365,-62.23371,0.45846123,-30.30774,-0.14690524,-17.597954,-6.5207334,-0.15385662,-13.971497,5.90174,-2.384786,1.864171,-6.9992337,-2.3937674,-1.291456,-6.8871145,-6.076143,-6.1001477,-2.5610673,0.38506964,1996.296367435709,2237.7444050187837,3154.7674573560766,0.05179216917643923,0.04803992,REAL,30.0,35.0,biden-original.wav
-344.16446,170.15648,-38.42601,-3.0399501,-16.21316,-0.11465812,-9.947061,-7.0726027,0.20009667,-5.377363,1.4992145,-7.9508414,-3.6389308,-5.1765757,-1.4743621,1.2229898,-3.0391073,-2.6981654,-3.85304,-6.039875,0.35993522,2091.686309472017,2639.7770021107895,3366.3046375266526,0.05123829790778252,0.033556327,REAL,35.0,40.0,biden-original.wav
-326.1572,178.94273,-48.624733,-12.757588,-13.106855,3.425878,-10.301943,-10.344871,-6.382445,-13.900167,1.9298172,-1.6664522,-2.7819796,-6.2785764,-3.847407,-0.32880265,-3.7100537,-4.162774,-5.121784,-7.213611,0.37645653,1938.502428128593,2362.437383433787,3041.7277452025587,0.04945175073294243,0.040965218,REAL,40.0,45.0,biden-original.wav
-379.81525,177.64177,-18.085352,-13.723573,-6.6946077,10.250465,-7.748054,-10.686747,-8.451096,-12.762839,-1.4184786,-4.2992864,-1.6181995,-2.7802746,-1.1529716,1.0054725,-3.0506895,-5.9444375,-5.401742,-6.836379,0.37579748,1772.3272008129622,2627.6002198222723,2641.3912579957355,0.041651744069829424,0.033195354,REAL,45.0,50.0,biden-original.wav
-340.38702,175.02704,-34.4165,0.64988047,-19.599539,5.2181053,-12.703011,-7.3744435,-3.8506463,-12.709088,0.4116879,-10.489891,-3.465546,-6.8667455,-2.463392,-1.4260727,-9.318895,-5.920124,-3.319239,-6.4501977,0.31204635,1930.0594316888005,2568.954786072536,3074.610207889126,0.043486182369402986,0.045547787,REAL,50.0,55.0,biden-original.wav
-276.39725,176.51196,-67.96369,-2.3890655,-24.6957,1.6720492,-22.986275,-9.107566,-4.4178214,-14.022967,0.35786644,-10.0316725,-1.1428546,-11.851232,-2.0795162,-0.27013463,-4.518327,-4.8920565,-8.010973,-3.301218,0.38437524,2169.9397202572986,2403.6386406360925,3535.8142324093815,0.05662292610607676,0.052093685,REAL,55.0,60.0,biden-original.wav
-282.41846,186.90709,-88.51726,7.6012897,-41.012875,-7.039947,-26.557308,-4.029581,4.7519345,-8.307902,15.995814,-7.1464424,7.8158913,-8.710155,0.6234511,-0.7947518,-5.130422,0.1409922,-4.677223,2.8257194,0.35917616,2249.88630768819,2442.8696065634867,3829.907382729211,0.057273620735607676,0.03861014,REAL,60.0,65.0,biden-original.wav
-340.48807,170.55923,-43.461002,0.7543901,-16.200954,7.8806777,-9.133221,-6.7651587,-8.573853,-16.658617,-2.0013392,-11.996548,-1.2077519,-2.8118987,-3.7539532,-6.3044157,-9.502013,-4.729032,-2.0838203,-2.114027,0.3304698,2070.52023706673,2571.410393126275,3297.8411513859273,0.050287763192963755,0.04581963,REAL,65.0,70.0,biden-original.wav
-328.86984,170.00357,-38.161324,9.532454,-21.799562,0.31893823,-9.744651,-9.02162,-4.783487,-12.540071,-5.193356,-15.281027,-0.7946999,-5.906294,-7.914605,0.41992605,-4.234654,-6.8030195,-3.9048314,-4.6576047,0.31998387,2047.0029017807929,2540.8807931553342,3375.8995202558635,0.04875941164712153,0.04892012,REAL,70.0,75.0,biden-original.wav
-320.6915,185.28731,-35.54948,-10.725333,-27.461042,0.18170232,-11.533316,-13.200813,-5.359916,-13.349226,-5.294943,-9.246018,-1.623144,-7.105545,-4.0049224,3.8852975,-6.098458,-10.707277,-5.267054,-9.501898,0.32313174,1729.9596023817535,2250.0969610611633,2628.048374200426,0.041359191764392324,0.054704838,REAL,75.0,80.0,biden-original.wav
-279.937,179.78177,-77.86921,-16.801933,-36.327374,-6.0732064,-23.277138,-6.147568,2.4119606,-12.527455,4.679806,-4.699831,2.8006082,-5.0919604,-0.10864082,1.4956527,-7.189915,-5.9652276,-5.767049,-1.0673554,0.3260536,2051.8633582574826,2264.1209271921484,3202.2421375266526,0.055427730210554374,0.046612978,REAL,80.0,85.0,biden-original.wav
-357.21262,170.71556,-35.074135,-4.1580424,-13.166626,3.0616739,-4.840648,-3.4322371,-0.83576,-8.473236,-3.3396814,-8.996808,-3.9850345,-7.284306,-2.8077872,-1.6262169,-7.647881,-7.0445824,-4.8038545,-4.514552,0.42928034,2137.12400981722,2768.5239758104262,3498.1843017057568,0.05256987939765458,0.02964723,REAL,85.0,90.0,biden-original.wav
-356.7844,171.87149,-42.932533,-4.7325406,-14.9600315,8.947682,-5.9617233,-7.2021384,-7.2295685,-15.48129,-2.4297936,-8.728951,-0.6779884,-5.310499,-5.6924386,-4.44373,-9.376833,-5.716275,-1.6390295,-3.568041,0.34292,2060.421695351634,2622.484216049272,3261.2606609808104,0.05061258995202559,0.040007975,REAL,90.0,95.0,biden-original.wav
