mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,chroma_mean,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms_energy,type,interval_start,interval_end,file_name
-430.96198,75.39956,-3.0018876,13.146255,1.1613832,3.9317975,-7.967354,-7.9095483,-7.627896,-3.3229263,-0.7043839,-2.0987043,2.1498966,-2.1305566,-2.8858397,-0.3861585,1.0617936,-1.3735489,-2.4209936,-2.1035862,0.4914099,3959.047436986895,4190.450130972594,8356.216755319148,0.10602144281914894,0.032462116,FAKE,0.0,3.0,Obama-to-Biden.wav
-323.4881,126.76959,-9.9562645,13.160638,-10.118293,7.7448897,-13.11501,-11.995516,-22.12518,-13.419951,-5.674807,-13.539939,-3.4106107,-5.793302,-7.5863333,-8.114889,-3.776877,-6.1747284,-5.935174,-8.891211,0.27249378,2215.210646882128,2852.4797820747226,4266.040558510638,0.04734042553191489,0.09478281,FAKE,3.0,6.0,Obama-to-Biden.wav
-356.83698,128.99121,0.387406,20.828054,-6.5133114,0.68904275,-9.808324,-9.618206,-18.313034,-10.5975275,-9.448173,-15.79776,-2.989961,-6.6321607,-6.868563,-6.379541,-6.271503,-7.6089354,-6.6130257,-7.4291553,0.29774776,2014.4098220376588,2804.5569951277403,3558.344414893617,0.04316821808510638,0.06304708,FAKE,6.0,9.0,Obama-to-Biden.wav
-434.80917,90.65401,-9.776267,23.412952,-6.1123595,8.293973,-7.4006367,-4.300698,-6.3535266,1.3815105,0.03204917,-3.6452858,1.8880016,-3.5262322,-0.83242357,-1.9220855,1.6513051,-0.9134189,-0.95161533,-3.146511,0.35744515,3912.1571027919117,4003.1649285535914,7779.255319148936,0.1102289727393617,0.022876868,FAKE,9.0,12.0,Obama-to-Biden.wav
-387.42645,102.05406,-7.033032,27.010605,1.5123707,10.261802,-12.361212,-9.150917,-17.042439,-5.530998,-3.3144183,-10.095092,-1.6683286,-4.3535604,-2.5244744,-5.1148334,-3.4613128,-6.357874,-4.296565,-5.860853,0.38970113,3273.3868342949067,3588.584009097348,6416.306515957447,0.08571102061170213,0.045352742,FAKE,12.0,15.0,Obama-to-Biden.wav
-428.24954,110.950745,0.6100077,7.139443,-15.960647,-20.403881,-12.444417,2.1916885,3.4788308,-2.5744326,-2.349493,1.3758628,0.53394985,-3.7758353,-1.5682282,-0.53541,0.48842764,-3.2005835,-4.629782,-2.5932326,0.41570994,2943.094065609805,3515.6588341504525,5757.8125,0.07089012632978724,0.020189641,FAKE,15.0,18.0,Obama-to-Biden.wav
-398.63394,148.07849,-80.83777,-21.22084,-34.094162,-18.792738,-12.863381,3.65249,10.775063,5.5681376,16.221796,-0.24461466,7.240477,-4.5622196,7.2573905,-7.127837,0.83053887,-2.949076,-3.3061855,-1.562754,0.46477848,2339.41323112587,2668.635740132355,3870.4288563829787,0.06676570811170213,0.008768018,FAKE,18.0,21.0,Obama-to-Biden.wav
-384.30792,97.750916,-7.991514,5.1911373,-4.656252,1.9711868,-13.765665,-10.057804,-5.9233685,-3.6236365,-1.9242224,-7.3983927,-2.7092972,-0.67077625,-1.1892865,-3.5767374,-2.9889028,-2.9041984,-3.82765,-5.6738176,0.38430336,2862.3691532712487,3331.492624954931,5184.507978723404,0.08206241688829788,0.054662134,FAKE,21.0,24.0,Obama-to-Biden.wav
-435.21564,80.53671,1.3294214,16.167255,-8.82594,-0.12599578,-0.21819055,0.5146949,0.19389337,-1.1531636,-6.007965,-8.627398,-2.298841,-0.67323506,2.1596005,1.2524128,-0.71207553,-3.4684424,-2.2380462,-1.9635928,0.41680935,3995.941349856041,4239.829720092282,8380.734707446809,0.09870345744680852,0.025192592,FAKE,24.0,27.0,Obama-to-Biden.wav
-346.91714,103.4263,-3.632438,29.136642,-5.9067845,5.4286184,-10.814141,-12.315791,-17.614887,-13.826694,-8.622158,-15.675683,-6.0509653,-4.4397383,-5.8129673,-6.622461,-4.7544155,-5.2938766,-5.438012,-7.8628035,0.2954047,2675.415129357732,3106.0906681620586,5021.442819148936,0.0691634807180851,0.08112389,FAKE,27.0,30.0,Obama-to-Biden.wav
-373.30646,99.48793,-4.503407,18.611124,-7.121666,7.927312,-7.0821443,-9.935171,-17.101334,-12.4043,-5.2475047,-4.786537,-1.3011495,-3.3753312,-2.775836,-4.7205453,-1.612472,-3.6914122,-3.061422,-5.8610168,0.349576,3203.943269302825,3468.391762516194,6287.150930851064,0.0838389295212766,0.059692018,FAKE,30.0,33.0,Obama-to-Biden.wav
-403.48795,88.73324,10.593022,23.9101,-4.823543,3.0375528,-9.884184,-7.4139395,-8.634607,-10.25201,-6.6723824,-5.870429,-0.113545775,-2.983004,-2.9804478,-4.679596,-2.5912728,-1.2649199,-2.5033388,-4.7459235,0.3608437,3316.168278951566,3852.5856276697655,6815.492021276596,0.0734395777925532,0.06314844,FAKE,33.0,36.0,Obama-to-Biden.wav
-329.30173,109.223564,-15.468595,33.731503,-8.722116,14.126883,-8.132032,-10.150099,-21.987356,-11.111886,-6.5677547,-13.316799,-0.67734474,-5.7402987,-7.6632853,-7.0181923,-2.0758812,-4.9997215,-3.9817202,-9.816298,0.33214575,2860.969131511487,2999.6604471913993,5346.825132978724,0.07690118018617022,0.06925176,FAKE,36.0,39.0,Obama-to-Biden.wav
